,TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,FRAUD_NONFRAUD,median_income,mean_income,overall_rank,state,fraud_score,id_theft_rank,fraud_rank,policy rank,AGE,year,month,fraud_hits,alert_counts,fraud_alert_ratio
9745,26.7,361.08,Adult,9,305,2-3 years,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,86404,AZ,1 year or Less,1998-03-16,Evening,5/15/2021,Non-Fraud,52669.0,69548.0,31,AZ,47.4,28,18,48,46,2021,5,1,8,0.125
9746,73.01,954.98,Adult,2,215,2-3 years,cox communications inc.,southwest,california,ONLN,MOBILE,TOUCH_ID,ALLOW,86404,AZ,Unknown,1983-08-21,Morning,2/22/2021,Non-Fraud,52669.0,69548.0,31,AZ,47.4,28,18,48,31,2021,2,1,8,0.125
9747,324.93,1515.16,Adult,7,2354,1 year or Less,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,86404,AZ,Unknown,1998-02-05,Evening,6/9/2021,Non-Fraud,52669.0,69548.0,31,AZ,47.4,28,18,48,47,2021,6,1,8,0.125
9748,795.62,31654.28,Senior,2,13,Unknown,frontier communications of america  inc.,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,86404,AZ,1 year or Less,2017-02-02,Morning,5/15/2021,Non-Fraud,52669.0,69548.0,31,AZ,47.4,28,18,48,64,2021,5,1,8,0.125
9749,496.77,3360.77,Senior,8,1270,1 year or Less,missing,missing,missing,ONLN,missing,UN_PWD,ALLOW,86404,AZ,1 year or Less,1993-07-07,Afternoon,2/5/2021,Fraud,52669.0,69548.0,31,AZ,47.4,28,18,48,63,2021,2,1,8,0.125
9750,33.33,76.69,Senior,6,34,1 year or Less,centurylink communications  llc,southwest,arizona,MOBL,missing,AFA_PL,ALLOW,86404,AZ,2-3 years,1995-07-09,Morning,3/17/2021,Non-Fraud,52669.0,69548.0,31,AZ,47.4,28,18,48,62,2021,3,1,8,0.125
9751,26.99,1619.98,Senior,3,140,2-3 years,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,FACE_ID,ALLOW,86404,AZ,Unknown,1987-05-02,Afternoon,2/1/2021,Non-Fraud,52669.0,69548.0,31,AZ,47.4,28,18,48,60,2021,2,1,8,0.125
9752,14.72,127.42,Adult,6,1269,Unknown,comcast,mid atlantic,virginia,MOBL,MOBILE,UN_PWD,ALLOW,86404,AZ,Unknown,2011-11-02,Afternoon,2/18/2021,Non-Fraud,52669.0,69548.0,31,AZ,47.4,28,18,48,53,2021,2,1,8,0.125
9753,0.01,0.0,Senior,8,2032,1 year or Less,comcast,southwest,california,MOBL,MOBILE,TOUCH_ID,ALLOW,85501,AZ,2-3 years,1988-04-15,Evening,4/1/2021,Non-Fraud,46944.0,59504.0,31,AZ,47.4,28,18,48,72,2021,4,0,7,0.0
9754,63.86,0.0,Adult,6,24,1 year or Less,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85501,AZ,2-3 years,1990-08-25,Afternoon,3/11/2021,Non-Fraud,46944.0,59504.0,31,AZ,47.4,28,18,48,46,2021,3,0,7,0.0
9755,6.02,8089.36,Adult,3,15,Unknown,at&t mobility llc,south central,texas,MOBL,missing,UN_PWD,ALLOW,85501,AZ,2-3 years,1986-02-08,Afternoon,2/23/2021,Non-Fraud,46944.0,59504.0,31,AZ,47.4,28,18,48,55,2021,2,0,7,0.0
9756,149.72,0.0,Adult,17,1829,2-3 years,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85501,AZ,Unknown,2016-01-31,Evening,6/13/2021,Non-Fraud,46944.0,59504.0,31,AZ,47.4,28,18,48,56,2021,6,0,7,0.0
9757,3.24,0.0,Young Adult,6,1577,3-4 years,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85501,AZ,2-3 years,1999-08-15,Morning,2/20/2021,Non-Fraud,46944.0,59504.0,31,AZ,47.4,28,18,48,24,2021,2,0,7,0.0
9758,0.01,0.0,Senior,6,36,1 year or Less,t-mobile usa  inc.,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,85501,AZ,Unknown,2004-01-01,Morning,3/2/2021,Non-Fraud,46944.0,59504.0,31,AZ,47.4,28,18,48,61,2021,3,0,7,0.0
9759,0.01,0.0,Young Adult,4,407,Unknown,frontier communications of america  inc.,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,85501,AZ,Unknown,1995-04-08,Morning,5/18/2021,Non-Fraud,46944.0,59504.0,31,AZ,47.4,28,18,48,21,2021,5,0,7,0.0
9760,44.7,0.0,Senior,5,1294,2-3 years,cox communications inc.,southwest,california,ONLN,MOBILE,TOUCH_ID,ALLOW,85340,AZ,Unknown,1993-11-04,Early Morning,2/18/2021,Non-Fraud,93374.0,109085.0,31,AZ,47.4,28,18,48,64,2021,2,0,5,0.0
9761,13.93,3095.69,Senior,3,448,1 year or Less,comcast,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,85340,AZ,1 year or Less,2002-01-22,Afternoon,2/10/2021,Non-Fraud,93374.0,109085.0,31,AZ,47.4,28,18,48,83,2021,2,0,5,0.0
9762,11.67,0.0,Adult,3,165,2-3 years,t-mobile usa  inc.,northeast,new york,MOBL,MOBILE,UN_PWD,ALLOW,85340,AZ,Unknown,2001-06-07,Afternoon,3/6/2021,Non-Fraud,93374.0,109085.0,31,AZ,47.4,28,18,48,35,2021,3,0,5,0.0
9763,16.0,0.0,Senior,5,116,Unknown,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85340,AZ,2-3 years,2001-11-01,Early Morning,7/26/2021,Non-Fraud,93374.0,109085.0,31,AZ,47.4,28,18,48,75,2021,7,0,5,0.0
9764,448.2,0.0,Senior,3,133,3-4 years,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85340,AZ,Unknown,2020-04-19,Morning,6/21/2021,Non-Fraud,93374.0,109085.0,31,AZ,47.4,28,18,48,72,2021,6,0,5,0.0
9765,189.74,0.0,Senior,7,365,Unknown,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,85748,AZ,Unknown,2019-11-28,Morning,5/28/2021,Non-Fraud,80140.0,96842.0,31,AZ,47.4,28,18,48,61,2021,5,2,6,0.3333333333333333
9766,29.11,0.0,Senior,13,135,1 year or Less,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,85748,AZ,Unknown,1993-07-14,Evening,1/4/2021,Non-Fraud,80140.0,96842.0,31,AZ,47.4,28,18,48,65,2021,1,2,6,0.3333333333333333
9767,493.22,3083.03,Adult,7,337,2-3 years,charter communications inc,southwest,california,ONLN,missing,UN_PWD,ALLOW,85748,AZ,Unknown,1981-10-09,Morning,1/24/2021,Fraud,80140.0,96842.0,31,AZ,47.4,28,18,48,49,2021,1,2,6,0.3333333333333333
9768,359.62,0.0,Senior,3,377,2-3 years,federal deposit insurance corporation,mid atlantic,virginia,MOBL,MOBILE,FACE_ID,ALLOW,85748,AZ,2-3 years,1995-04-03,Afternoon,6/27/2021,Non-Fraud,80140.0,96842.0,31,AZ,47.4,28,18,48,66,2021,6,2,6,0.3333333333333333
9769,481.07,2739.52,Senior,3,0,1 year or Less,missing,missing,missing,MOBL,missing,UN_PWD,ALLOW,85748,AZ,1 year or Less,2021-01-31,Morning,7/26/2021,Fraud,80140.0,96842.0,31,AZ,47.4,28,18,48,64,2021,7,2,6,0.3333333333333333
9770,2.41,10217.4,Adult,12,1149,Unknown,cellco partnership dba verizon wireless,northeast,new york,MOBL,MOBILE,UN_PWD,ALLOW,85748,AZ,2-3 years,2019-07-16,Afternoon,5/5/2021,Non-Fraud,80140.0,96842.0,31,AZ,47.4,28,18,48,54,2021,5,2,6,0.3333333333333333
9771,0.01,1074.67,Senior,6,12,3-4 years,charter communications,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,85295,AZ,Unknown,1993-12-01,Afternoon,3/13/2021,Non-Fraud,97472.0,112877.0,31,AZ,47.4,28,18,48,67,2021,3,1,5,0.2
9772,49.61,225648.59,Senior,5,726,Unknown,charter communications,southwest,california,MOBL,DESKTOP,AFA_PL,ALLOW,85295,AZ,2-3 years,2011-01-22,Evening,4/10/2021,Non-Fraud,97472.0,112877.0,31,AZ,47.4,28,18,48,60,2021,4,1,5,0.2
9773,137.75,490.2,Senior,16,219,Unknown,cox communications inc.,southwest,nevada,MOBL,MOBILE,UN_PWD,ALLOW,85295,AZ,Unknown,2004-10-22,Afternoon,6/25/2021,Non-Fraud,97472.0,112877.0,31,AZ,47.4,28,18,48,61,2021,6,1,5,0.2
9774,488.35,2299.16,Senior,3,0,Unknown,missing,missing,missing,ONLN,missing,UN_PWD,ALLOW,85295,AZ,1 year or Less,1979-05-18,Afternoon,2/16/2021,Fraud,97472.0,112877.0,31,AZ,47.4,28,18,48,71,2021,2,1,5,0.2
9775,16.32,0.0,Adult,2,195,3-4 years,cox communications inc.,southwest,nevada,MOBL,MOBILE,UN_PWD,ALLOW,85295,AZ,2-3 years,1995-04-30,Morning,1/3/2021,Non-Fraud,97472.0,112877.0,31,AZ,47.4,28,18,48,42,2021,1,1,5,0.2
9776,491.42,1553.64,Adult,4,861,1 year or Less,tpg telecom limited,unknown,western australia,ONLN,missing,UN_PWD,ALLOW,85653,AZ,3-4 years,1996-01-08,Afternoon,7/28/2021,Fraud,68507.0,74351.0,31,AZ,47.4,28,18,48,48,2021,7,1,1,1.0
9777,472.97,326.04,Adult,5,266,3-4 years,t-mobile usa  inc.,southwest,california,MOBL,DESKTOP,FACE_ID,ALLOW,85035,AZ,2-3 years,2000-08-01,Morning,5/31/2021,Non-Fraud,45528.0,54828.0,31,AZ,47.4,28,18,48,31,2021,5,0,4,0.0
9778,10.1,7958.47,Adult,4,1027,1 year or Less,at&t mobility llc,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,85035,AZ,Unknown,1998-02-20,Evening,1/6/2021,Non-Fraud,45528.0,54828.0,31,AZ,47.4,28,18,48,48,2021,1,0,4,0.0
9779,98.15,4251.3,Senior,9,2565,3-4 years,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85035,AZ,Unknown,2001-12-15,Morning,3/19/2021,Non-Fraud,45528.0,54828.0,31,AZ,47.4,28,18,48,72,2021,3,0,4,0.0
9780,15.58,71361.49,Young Adult,4,1261,2-3 years,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,85035,AZ,Unknown,1999-08-06,Evening,5/2/2021,Non-Fraud,45528.0,54828.0,31,AZ,47.4,28,18,48,21,2021,5,0,4,0.0
9781,0.01,0.0,Adult,3,245,1 year or Less,cox communications inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,85544,AZ,2-3 years,1995-06-04,Afternoon,6/15/2021,Non-Fraud,53456.0,62034.0,31,AZ,47.4,28,18,48,46,2021,6,0,1,0.0
9782,491.99,2488.71,Adult,4,1364,2-3 years,t-mobile usa  inc.,southeast,north carolina,MOBL,MOBILE,UN_PWD,ALLOW,85202,AZ,1 year or Less,1995-07-28,Afternoon,6/19/2021,Fraud,51232.0,70605.0,31,AZ,47.4,28,18,48,30,2021,6,2,3,0.6666666666666666
9783,489.02,2769.33,Senior,6,1558,1 year or Less,att services inc,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,85202,AZ,2-3 years,1994-03-03,Early Morning,5/3/2021,Fraud,51232.0,70605.0,31,AZ,47.4,28,18,48,71,2021,5,2,3,0.6666666666666666
9784,14.36,647.95,Senior,8,69,Unknown,at&t mobility llc,mid atlantic,district of columbia,ONLN,MOBILE,TOUCH_ID,ALLOW,85202,AZ,Unknown,2004-08-01,Evening,7/1/2021,Non-Fraud,51232.0,70605.0,31,AZ,47.4,28,18,48,75,2021,7,2,3,0.6666666666666666
9785,95.26,1322.13,Young Adult,3,982,1 year or Less,t-mobile usa  inc.,south central,texas,ONLN,DESKTOP,UN_PWD,ALLOW,85396,AZ,Unknown,1998-02-25,Afternoon,6/25/2021,Non-Fraud,89919.0,101277.0,31,AZ,47.4,28,18,48,18,2021,6,1,4,0.25
9786,42.65,1323.79,Senior,4,1689,1 year or Less,upsala co-operative telephone association,great lakes,minnesota,MOBL,DESKTOP,FACE_ID,ALLOW,85396,AZ,3-4 years,1993-09-16,Afternoon,8/24/2021,Fraud,89919.0,101277.0,31,AZ,47.4,28,18,48,91,2021,8,1,4,0.25
9787,25.09,801.74,Young Adult,3,72,1 year or Less,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85396,AZ,1 year or Less,1997-08-06,Afternoon,1/13/2021,Non-Fraud,89919.0,101277.0,31,AZ,47.4,28,18,48,26,2021,1,1,4,0.25
9788,2.05,0.0,Senior,2,3,Unknown,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85396,AZ,Unknown,2004-06-01,Morning,6/8/2021,Non-Fraud,89919.0,101277.0,31,AZ,47.4,28,18,48,64,2021,6,1,4,0.25
9789,484.64,80287.36,Senior,12,90,Unknown,at&t mobility llc,southwest,arizona,ONLN,PHONE,FACE_ID,ALLOW,86034,AZ,1 year or Less,1976-12-24,Early Morning,7/27/2021,Non-Fraud,17228.0,35577.0,31,AZ,47.4,28,18,48,66,2021,7,1,2,0.5
9790,494.31,2991.25,Adult,82,1083,2-3 years,att services inc,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,86034,AZ,1 year or Less,1989-10-15,Afternoon,4/25/2021,Fraud,17228.0,35577.0,31,AZ,47.4,28,18,48,57,2021,4,1,2,0.5
9791,17.46,7356.14,Young Adult,4,4,Unknown,charter communications inc,south central,texas,MOBL,DESKTOP,UN_PWD,ALLOW,85022,AZ,Unknown,2019-09-30,Afternoon,1/28/2021,Non-Fraud,57118.0,80606.0,31,AZ,47.4,28,18,48,22,2021,1,1,4,0.25
9792,21.98,0.0,Adult,3,4,2-3 years,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85022,AZ,2-3 years,2001-11-08,Afternoon,3/3/2021,Non-Fraud,57118.0,80606.0,31,AZ,47.4,28,18,48,40,2021,3,1,4,0.25
9793,0.01,4079.52,Senior,3,567,2-3 years,cellco partnership dba verizon wireless,southwest,california,MOBL,missing,FACE_ID,ALLOW,85022,AZ,Unknown,1991-11-03,Morning,3/29/2021,Non-Fraud,57118.0,80606.0,31,AZ,47.4,28,18,48,61,2021,3,1,4,0.25
9794,385.61,4057.03,Adult,6,1316,1 year or Less,at&t mobility llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85022,AZ,1 year or Less,2010-10-30,Morning,1/5/2021,Fraud,57118.0,80606.0,31,AZ,47.4,28,18,48,47,2021,1,1,4,0.25
9795,229.17,6255.33,Young Adult,19,1661,2-3 years,at&t mobility llc,south central,texas,ONLN,missing,FACE_ID,ALLOW,85268,AZ,2-3 years,1970-12-30,Evening,2/6/2021,Non-Fraud,85344.0,122856.0,31,AZ,47.4,28,18,48,19,2021,2,1,8,0.125
9796,23.75,27846.89,Young Adult,8,1025,1 year or Less,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,85268,AZ,Unknown,2016-10-05,Afternoon,7/25/2021,Non-Fraud,85344.0,122856.0,31,AZ,47.4,28,18,48,26,2021,7,1,8,0.125
9797,33.69,0.0,Senior,4,2208,Unknown,charter communications inc,southwest,california,MOBL,MOBILE,TOUCH_ID,ALLOW,85268,AZ,1 year or Less,1987-06-15,Afternoon,6/25/2021,Non-Fraud,85344.0,122856.0,31,AZ,47.4,28,18,48,69,2021,6,1,8,0.125
9798,493.72,3836.19,Adult,3,27,1 year or Less,missing,missing,missing,MOBL,missing,UN_PWD,ALLOW,85268,AZ,1 year or Less,1995-01-18,Afternoon,3/11/2021,Fraud,85344.0,122856.0,31,AZ,47.4,28,18,48,55,2021,3,1,8,0.125
9799,27.43,31187.92,Young Adult,2,966,1 year or Less,at&t mobility llc,south central,texas,MOBL,DESKTOP,UN_PWD,CHALLENGE_SUCCESS,85268,AZ,3-4 years,2004-09-04,Early Morning,3/3/2021,Non-Fraud,85344.0,122856.0,31,AZ,47.4,28,18,48,20,2021,3,1,8,0.125
9800,0.01,576.73,Young Adult,2,670,Unknown,t-mobile usa  inc.,northeast,new york,MOBL,MOBILE,FACE_ID,ALLOW,85268,AZ,1 year or Less,1990-07-29,Afternoon,6/11/2021,Non-Fraud,85344.0,122856.0,31,AZ,47.4,28,18,48,22,2021,6,1,8,0.125
9801,483.24,10413.44,Young Adult,10,498,3-4 years,cox communications inc.,southwest,arizona,ONLN,MOBILE,FACE_ID,ALLOW,85268,AZ,2-3 years,2002-03-18,Morning,3/7/2021,Non-Fraud,85344.0,122856.0,31,AZ,47.4,28,18,48,15,2021,3,1,8,0.125
9802,40.34,17463.67,Adult,6,1713,Unknown,emirates integrated telecommunications company pjsc (eitc-du),unknown,dubayy,ONLN,DESKTOP,FACE_ID,ALLOW,85268,AZ,3-4 years,1989-09-05,Morning,8/15/2021,Non-Fraud,85344.0,122856.0,31,AZ,47.4,28,18,48,55,2021,8,1,8,0.125
9803,154.72,41801.64,Senior,3,733,Unknown,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85901,AZ,Unknown,1999-05-22,Evening,3/19/2021,Non-Fraud,50394.0,63393.0,31,AZ,47.4,28,18,48,69,2021,3,0,2,0.0
9804,0.01,0.0,Adult,3,753,Unknown,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85901,AZ,1 year or Less,1994-12-11,Afternoon,3/13/2021,Non-Fraud,50394.0,63393.0,31,AZ,47.4,28,18,48,48,2021,3,0,2,0.0
9805,489.43,2001.96,Senior,2,139,Unknown,comcast,mountain,colorado,ONLN,missing,UN_PWD,ALLOW,85743,AZ,3-4 years,1982-07-08,Afternoon,3/13/2021,Fraud,76099.0,91175.0,31,AZ,47.4,28,18,48,79,2021,3,2,3,0.6666666666666666
9806,11.4,3985.18,Adult,12,826,1 year or Less,t-mobile usa  inc.,mid atlantic,new jersey,ONLN,MOBILE,TOUCH_ID,ALLOW,85743,AZ,Unknown,1973-02-19,Early Morning,1/1/2021,Non-Fraud,76099.0,91175.0,31,AZ,47.4,28,18,48,42,2021,1,2,3,0.6666666666666666
9807,490.38,71943.47,Young Adult,7,367,1 year or Less,cogent communications,south central,texas,ONLN,DESKTOP,UN_PWD,ALLOW,85743,AZ,Unknown,1995-11-30,Afternoon,6/26/2021,Fraud,76099.0,91175.0,31,AZ,47.4,28,18,48,26,2021,6,2,3,0.6666666666666666
9808,58.6,0.0,Senior,5,1380,1 year or Less,comcast,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,85634,AZ,2-3 years,1982-03-01,Morning,7/5/2021,Non-Fraud,26389.0,40151.0,31,AZ,47.4,28,18,48,68,2021,7,0,5,0.0
9809,0.01,4689.15,Senior,1,300,1 year or Less,comcast cable communications  llc,mountain,utah,MOBL,MOBILE,UN_PWD,ALLOW,85634,AZ,1 year or Less,1999-11-28,Morning,1/16/2021,Non-Fraud,26389.0,40151.0,31,AZ,47.4,28,18,48,77,2021,1,0,5,0.0
9810,0.01,12896.3,Senior,6,1608,Unknown,t-mobile usa  inc.,northeast,new york,MOBL,missing,UN_PWD,ALLOW,85634,AZ,1 year or Less,1980-10-08,Morning,6/5/2021,Non-Fraud,26389.0,40151.0,31,AZ,47.4,28,18,48,60,2021,6,0,5,0.0
9811,0.01,0.0,Adult,3,688,1 year or Less,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85634,AZ,Unknown,1994-09-14,Afternoon,7/29/2021,Non-Fraud,26389.0,40151.0,31,AZ,47.4,28,18,48,47,2021,7,0,5,0.0
9812,357.89,27724.95,Senior,39,2,1 year or Less,charter communications  inc,southeast,florida,MOBL,MOBILE,UN_PWD,ALLOW,85634,AZ,2-3 years,1953-07-30,Evening,5/14/2021,Non-Fraud,26389.0,40151.0,31,AZ,47.4,28,18,48,61,2021,5,0,5,0.0
9813,4.56,0.0,Adult,9,477,3-4 years,frontier communications of america  inc.,southwest,california,ONLN,missing,UN_PWD,ALLOW,85379,AZ,1 year or Less,1991-07-06,Morning,7/4/2021,Non-Fraud,80758.0,91399.0,31,AZ,47.4,28,18,48,37,2021,7,0,3,0.0
9814,170.95,0.0,Adult,2,2395,1 year or Less,frontier communications of america  inc.,southwest,california,MOBL,missing,UN_PWD,ALLOW,85379,AZ,Unknown,1987-11-14,Morning,6/22/2021,Non-Fraud,80758.0,91399.0,31,AZ,47.4,28,18,48,35,2021,6,0,3,0.0
9815,379.21,4519.4,Senior,3,1757,1 year or Less,cox communications inc.,southwest,arizona,MOBL,MOBILE,AFA_PL,CHALLENGE_SUCCESS,85379,AZ,Unknown,2016-05-18,Afternoon,5/19/2021,Non-Fraud,80758.0,91399.0,31,AZ,47.4,28,18,48,74,2021,5,0,3,0.0
9816,2052.25,3631.82,Senior,3,16,Unknown,cox communications inc.,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,85363,AZ,Unknown,1987-05-08,Evening,7/17/2021,Non-Fraud,40781.0,52476.0,31,AZ,47.4,28,18,48,66,2021,7,1,5,0.2
9817,0.01,0.0,Senior,5,81,1 year or Less,att services inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85363,AZ,2-3 years,2004-04-05,Evening,6/6/2021,Non-Fraud,40781.0,52476.0,31,AZ,47.4,28,18,48,63,2021,6,1,5,0.2
9818,493.08,35895.44,Young Adult,1,1758,1 year or Less,mci communications services  inc. d/b/a verizon business,mid atlantic,new jersey,ONLN,MOBILE,UN_PWD,ALLOW,85363,AZ,1 year or Less,1987-06-19,Morning,2/4/2021,Fraud,40781.0,52476.0,31,AZ,47.4,28,18,48,22,2021,2,1,5,0.2
9819,79.25,2142.52,Adult,15,792,1 year or Less,att services inc,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,85363,AZ,1 year or Less,1998-09-15,Afternoon,6/22/2021,Non-Fraud,40781.0,52476.0,31,AZ,47.4,28,18,48,36,2021,6,1,5,0.2
9820,19.14,8972.12,Adult,2,39,Unknown,cox communications inc.,southwest,arizona,ONLN,DESKTOP,UN_PWD,ALLOW,85363,AZ,1 year or Less,2017-09-23,Evening,3/26/2021,Non-Fraud,40781.0,52476.0,31,AZ,47.4,28,18,48,41,2021,3,1,5,0.2
9821,444.75,10.09,Senior,3,1928,Unknown,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,FACE_ID,ALLOW,85374,AZ,1 year or Less,2020-04-30,Early Morning,4/16/2021,Non-Fraud,58127.0,70325.0,31,AZ,47.4,28,18,48,71,2021,4,2,6,0.3333333333333333
9822,499.3,2768.24,Adult,7,131,1 year or Less,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,85374,AZ,1 year or Less,2008-09-12,Morning,5/26/2021,Fraud,58127.0,70325.0,31,AZ,47.4,28,18,48,46,2021,5,2,6,0.3333333333333333
9823,1187.42,658.09,Senior,0,1506,Unknown,hughes network systems,mountain,colorado,ONLN,MOBILE,UN_PWD,ALLOW,85374,AZ,Unknown,2002-12-17,Morning,6/15/2021,Non-Fraud,58127.0,70325.0,31,AZ,47.4,28,18,48,76,2021,6,2,6,0.3333333333333333
9824,489.58,3945.26,Adult,19,0,1 year or Less,missing,missing,missing,ONLN,DESKTOP,UN_PWD,ALLOW,85374,AZ,Unknown,2004-11-01,Morning,1/4/2021,Fraud,58127.0,70325.0,31,AZ,47.4,28,18,48,39,2021,1,2,6,0.3333333333333333
9825,982.03,2285.47,Senior,6,568,2-3 years,t-mobile usa  inc.,southwest,california,MOBL,missing,TOUCH_ID,ALLOW,85374,AZ,Unknown,1997-03-27,Afternoon,6/13/2021,Non-Fraud,58127.0,70325.0,31,AZ,47.4,28,18,48,65,2021,6,2,6,0.3333333333333333
9826,21.86,0.0,Senior,4,233,1 year or Less,cox communications inc.,southwest,nevada,ONLN,MOBILE,UN_PWD,ALLOW,85374,AZ,2-3 years,1993-11-09,Morning,2/13/2021,Non-Fraud,58127.0,70325.0,31,AZ,47.4,28,18,48,69,2021,2,2,6,0.3333333333333333
9827,4.46,0.0,Senior,13,15,1 year or Less,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,85206,AZ,2-3 years,2018-11-11,Morning,3/18/2021,Non-Fraud,51993.0,70893.0,31,AZ,47.4,28,18,48,61,2021,3,1,8,0.125
9828,0.01,0.0,Senior,7,352,Unknown,cellco partnership dba verizon wireless,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85206,AZ,Unknown,2012-04-14,Morning,4/13/2021,Non-Fraud,51993.0,70893.0,31,AZ,47.4,28,18,48,82,2021,4,1,8,0.125
9829,529.62,311.89,Young Adult,9,39,Unknown,charter communications,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85206,AZ,Unknown,1993-02-28,Morning,5/3/2021,Non-Fraud,51993.0,70893.0,31,AZ,47.4,28,18,48,19,2021,5,1,8,0.125
9830,0.01,0.0,Adult,3,319,2-3 years,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,85206,AZ,Unknown,1991-10-13,Evening,3/2/2021,Non-Fraud,51993.0,70893.0,31,AZ,47.4,28,18,48,55,2021,3,1,8,0.125
9831,496.0,13145.32,Senior,8,956,Unknown,comcast,pacific northwest,oregon,MOBL,MOBILE,UN_PWD,CHALLENGE_SUCCESS,85206,AZ,Unknown,2000-04-10,Afternoon,5/26/2021,Fraud,51993.0,70893.0,31,AZ,47.4,28,18,48,62,2021,5,1,8,0.125
9832,96.7,80.42,Senior,3,250,3-4 years,comcast,southwest,california,ONLN,MOBILE,AFA_PL,ALLOW,85206,AZ,Unknown,1980-04-07,Morning,5/1/2021,Non-Fraud,51993.0,70893.0,31,AZ,47.4,28,18,48,60,2021,5,1,8,0.125
9833,1888.55,2917.47,Adult,3,64,3-4 years,t-mobile usa  inc.,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,85206,AZ,Unknown,2019-07-24,Afternoon,7/8/2021,Non-Fraud,51993.0,70893.0,31,AZ,47.4,28,18,48,32,2021,7,1,8,0.125
9834,0.01,177.04,Senior,1,342,2-3 years,att services inc,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,85206,AZ,2-3 years,2003-04-01,Afternoon,6/14/2021,Non-Fraud,51993.0,70893.0,31,AZ,47.4,28,18,48,69,2021,6,1,8,0.125
9835,1296.05,7307.25,Senior,6,2447,3-4 years,cox communications inc.,midwest,nebraska,MOBL,TABLET,FACE_ID,ALLOW,85139,AZ,1 year or Less,1976-03-13,Early Morning,6/20/2021,Non-Fraud,57438.0,69093.0,31,AZ,47.4,28,18,48,61,2021,6,1,2,0.5
9836,0.01,4264.82,Adult,5,0,1 year or Less,missing,missing,missing,ONLN,missing,UN_PWD,ALLOW,85139,AZ,1 year or Less,2010-06-27,Afternoon,6/23/2021,Fraud,57438.0,69093.0,31,AZ,47.4,28,18,48,39,2021,6,1,2,0.5
